dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,erpnext_database,tabItem Group,website_title,27,varchar,140,,,,
mysql,erpnext_database,tabItem Group,include_descendants,28,int,,,,,
mysql,erpnext_database,tabItem Barcode,creation,2,datetime,,,,,
mysql,erpnext_database,tabItem Barcode,modified,3,datetime,,,,,
mysql,erpnext_database,tabItem Barcode,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabItem Barcode,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabItem Barcode,docstatus,6,int,,,,,
mysql,erpnext_database,tabItem Barcode,parent,7,varchar,140,,,,
mysql,erpnext_database,tabItem Barcode,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabItem Barcode,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabItem Barcode,idx,10,int,,,,,
mysql,erpnext_database,tabItem Barcode,barcode_type,12,varchar,140,,,,
mysql,erpnext_database,tabItem Barcode,uom,13,varchar,140,FOREIGN KEY,erpnext_database,tabUOM,name
mysql,erpnext_database,tabFull and Final Statement,creation,2,datetime,,,,,
mysql,erpnext_database,tabFull and Final Statement,modified,3,datetime,,,,,
mysql,erpnext_database,tabFull and Final Statement,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabFull and Final Statement,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabFull and Final Statement,docstatus,6,int,,,,,
mysql,erpnext_database,tabFull and Final Statement,idx,7,int,,,,,
mysql,erpnext_database,tabFull and Final Statement,employee,8,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabFull and Final Statement,employee_name,9,varchar,140,,,,
mysql,erpnext_database,tabFull and Final Statement,transaction_date,10,date,,,,,
mysql,erpnext_database,tabFull and Final Statement,company,11,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabFull and Final Statement,status,12,varchar,140,,,,
mysql,erpnext_database,tabFull and Final Statement,amended_from,13,varchar,140,FOREIGN KEY,erpnext_database,tabFull and Final Statement,name
mysql,erpnext_database,tabFull and Final Statement,date_of_joining,14,date,,,,,
mysql,erpnext_database,tabFull and Final Statement,relieving_date,15,date,,,,,
mysql,erpnext_database,tabFull and Final Statement,designation,16,varchar,140,FOREIGN KEY,erpnext_database,tabDesignation,name
mysql,erpnext_database,tabFull and Final Statement,department,17,varchar,140,FOREIGN KEY,erpnext_database,tabDepartment,name
mysql,erpnext_database,tabFull and Final Statement,total_payable_amount,18,decimal,,,,,
mysql,erpnext_database,tabFull and Final Statement,total_receivable_amount,19,decimal,,,,,
mysql,erpnext_database,tabFull and Final Statement,_user_tags,20,text,65535,,,,
mysql,erpnext_database,tabFull and Final Statement,_comments,21,text,65535,,,,
mysql,erpnext_database,tabFull and Final Statement,_assign,22,text,65535,,,,
mysql,erpnext_database,tabFull and Final Statement,_liked_by,23,text,65535,,,,
mysql,erpnext_database,tabShift Type,creation,2,datetime,,,,,
mysql,erpnext_database,tabShift Type,modified,3,datetime,,,,,
mysql,erpnext_database,tabShift Type,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabShift Type,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabShift Type,docstatus,6,int,,,,,
mysql,erpnext_database,tabWeb Page Block,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabUser Email,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabWork Sheet,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabPayment Request,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabShift Type,parent,7,varchar,140,,,,
mysql,erpnext_database,tabShift Type,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabShift Type,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabShift Type,idx,10,int,,,,,
mysql,erpnext_database,tabShift Type,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabShift Type,_user_tags,12,text,65535,,,,
mysql,erpnext_database,tabShift Type,start_time,13,time,,,,,
mysql,erpnext_database,tabShift Type,_assign,14,text,65535,,,,
mysql,erpnext_database,tabShift Type,holiday_list,15,varchar,140,FOREIGN KEY,erpnext_database,tabHoliday List,name
mysql,erpnext_database,tabShift Type,end_time,16,time,,,,,
mysql,erpnext_database,tabShift Type,_comments,17,text,65535,,,,
mysql,erpnext_database,tabShift Type,enable_auto_attendance,18,int,,,,,
mysql,erpnext_database,tabShift Type,working_hours_threshold_for_absent,19,decimal,,,,,
mysql,erpnext_database,tabShift Type,enable_entry_grace_period,20,int,,,,,
mysql,erpnext_database,tabShift Type,early_exit_grace_period,21,int,,,,,
mysql,erpnext_database,tabShift Type,allow_check_out_after_shift_end_time,22,int,,,,,
mysql,erpnext_database,tabShift Type,working_hours_threshold_for_half_day,23,decimal,,,,,
mysql,erpnext_database,tabShift Type,enable_exit_grace_period,24,int,,,,,
mysql,erpnext_database,tabShift Type,late_entry_grace_period,25,int,,,,,
mysql,erpnext_database,tabShift Type,process_attendance_after,26,date,,,,,
mysql,erpnext_database,tabShift Type,last_sync_of_checkin,27,datetime,,,,,
mysql,erpnext_database,tabShift Type,begin_check_in_before_shift_start_time,28,int,,,,,
mysql,erpnext_database,tabShift Type,working_hours_calculation_based_on,29,varchar,140,,,,
mysql,erpnext_database,tabShift Type,determine_check_in_and_check_out,30,varchar,140,,,,
mysql,erpnext_database,tabShift Type,mark_auto_attendance_on_holidays,31,int,,,,,
mysql,erpnext_database,tabWeb Page Block,creation,2,datetime,,,,,
mysql,erpnext_database,tabWeb Page Block,modified,3,datetime,,,,,
mysql,erpnext_database,tabWeb Page Block,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWeb Page Block,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWeb Page Block,docstatus,6,int,,,,,
mysql,erpnext_database,tabWeb Page Block,parent,7,varchar,140,,,,
mysql,erpnext_database,tabWeb Page Block,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabWeb Page Block,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabWeb Page Block,idx,10,int,,,,,
mysql,erpnext_database,tabWeb Page Block,web_template,11,varchar,140,FOREIGN KEY,erpnext_database,tabWeb Template,name
mysql,erpnext_database,tabWeb Page Block,web_template_values,12,longtext,4294967295,,,,
mysql,erpnext_database,tabWeb Page Block,css_class,13,text,65535,,,,
mysql,erpnext_database,tabWeb Page Block,add_container,14,int,,,,,
mysql,erpnext_database,tabWeb Page Block,add_top_padding,15,int,,,,,
mysql,erpnext_database,tabWeb Page Block,add_bottom_padding,16,int,,,,,
mysql,erpnext_database,tabWeb Page Block,add_shade,17,int,,,,,
mysql,erpnext_database,tabWeb Page Block,hide_block,18,int,,,,,
mysql,erpnext_database,tabWeb Page Block,section_id,19,varchar,140,,,,
mysql,erpnext_database,tabWeb Page Block,add_border_at_top,20,int,,,,,
mysql,erpnext_database,tabWeb Page Block,add_border_at_bottom,21,int,,,,,
mysql,erpnext_database,tabWeb Page Block,add_background_image,22,int,,,,,
mysql,erpnext_database,tabWeb Page Block,background_image,23,text,65535,,,,
mysql,erpnext_database,tabUser Email,creation,2,datetime,,,,,
mysql,erpnext_database,tabUser Email,modified,3,datetime,,,,,
mysql,erpnext_database,tabUser Email,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabUser Email,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabUser Email,docstatus,6,int,,,,,
mysql,erpnext_database,tabUser Email,parent,7,varchar,140,,,,
mysql,erpnext_database,tabUser Email,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabUser Email,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabUser Email,idx,10,int,,,,,
mysql,erpnext_database,tabUser Email,email_id,11,varchar,140,,,,
mysql,erpnext_database,tabUser Email,email_account,12,varchar,140,FOREIGN KEY,erpnext_database,tabEmail Account,name
mysql,erpnext_database,tabUser Email,enable_outgoing,13,int,,,,,
mysql,erpnext_database,tabUser Email,awaiting_password,14,int,,,,,
mysql,erpnext_database,tabUser Email,used_oauth,15,int,,,,,
mysql,erpnext_database,tabWork Sheet,creation,2,datetime,,,,,
mysql,erpnext_database,tabWork Sheet,modified,3,datetime,,,,,
mysql,erpnext_database,tabWork Sheet,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWork Sheet,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabWork Sheet,docstatus,6,int,,,,,
mysql,erpnext_database,tabWork Sheet,idx,7,int,,,,,
mysql,erpnext_database,tabWork Sheet,naming_series,8,varchar,140,,,,
mysql,erpnext_database,tabWork Sheet,employee,9,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee,name
mysql,erpnext_database,tabWork Sheet,employee_name,10,varchar,140,,,,
mysql,erpnext_database,tabWork Sheet,employee_department,11,varchar,140,,,,
mysql,erpnext_database,tabWork Sheet,branch,12,varchar,140,,,,
mysql,erpnext_database,tabWork Sheet,leave_approver,13,varchar,140,,,,
mysql,erpnext_database,tabWork Sheet,project_manager,14,varchar,140,,,,
mysql,erpnext_database,tabWork Sheet,start_date,15,date,,,,,
mysql,erpnext_database,tabWork Sheet,end_date,16,date,,,,,
mysql,erpnext_database,tabWork Sheet,total_calls,17,int,,,,,
mysql,erpnext_database,tabWork Sheet,total_interviews,18,int,,,,,
mysql,erpnext_database,tabWork Sheet,total_new_joiners,19,int,,,,,
mysql,erpnext_database,tabWork Sheet,amended_from,20,varchar,140,FOREIGN KEY,erpnext_database,tabWork Sheet,name
mysql,erpnext_database,tabWork Sheet,_user_tags,21,text,65535,,,,
mysql,erpnext_database,tabWork Sheet,_comments,22,text,65535,,,,
mysql,erpnext_database,tabWork Sheet,_assign,23,text,65535,,,,
mysql,erpnext_database,tabWork Sheet,_liked_by,24,text,65535,,,,
mysql,erpnext_database,tabWork Sheet,total_shortlisted_from_calls,25,int,,,,,
mysql,erpnext_database,tabWork Sheet,total_rejections,26,int,,,,,
mysql,erpnext_database,tabPayment Request,creation,2,datetime,,,,,
mysql,erpnext_database,tabPayment Request,modified,3,datetime,,,,,
mysql,erpnext_database,tabPayment Request,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPayment Request,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPayment Request,docstatus,6,int,,,,,
mysql,erpnext_database,tabPayment Request,parent,7,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabEmployee Separation Template,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabParty Specific Item,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabSensitivity Test Result,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabPayment Request,idx,10,int,,,,,
mysql,erpnext_database,tabPayment Request,payment_url,11,text,65535,,,,
mysql,erpnext_database,tabPayment Request,naming_series,12,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,payment_order,13,varchar,140,FOREIGN KEY,erpnext_database,tabPayment Order,name
mysql,erpnext_database,tabPayment Request,mode_of_payment,14,varchar,140,FOREIGN KEY,erpnext_database,tabMode of Payment,name
mysql,erpnext_database,tabPayment Request,currency,15,varchar,140,FOREIGN KEY,erpnext_database,tabCurrency,name
mysql,erpnext_database,tabPayment Request,message,16,text,65535,,,,
mysql,erpnext_database,tabPayment Request,subject,17,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,reference_doctype,18,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabPayment Request,party_type,19,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabPayment Request,branch_code,20,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,amended_from,21,varchar,140,FOREIGN KEY,erpnext_database,tabPayment Request,name
mysql,erpnext_database,tabPayment Request,transaction_date,22,date,,,,,
mysql,erpnext_database,tabPayment Request,bank,23,varchar,140,FOREIGN KEY,erpnext_database,tabBank,name
mysql,erpnext_database,tabPayment Request,party,24,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,_comments,25,text,65535,,,,
mysql,erpnext_database,tabPayment Request,make_sales_invoice,26,int,,,,,
mysql,erpnext_database,tabPayment Request,status,27,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,_liked_by,28,text,65535,,,,
mysql,erpnext_database,tabPayment Request,reference_name,29,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,_assign,30,text,65535,,,,
mysql,erpnext_database,tabPayment Request,mute_email,31,int,,,,,
mysql,erpnext_database,tabPayment Request,swift_number,32,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,email_to,33,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,account,34,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,_user_tags,35,text,65535,,,,
mysql,erpnext_database,tabPayment Request,payment_account,36,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,bank_account,37,varchar,140,FOREIGN KEY,erpnext_database,tabBank Account,name
mysql,erpnext_database,tabPayment Request,bank_account_no,38,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,grand_total,39,decimal,,,,,
mysql,erpnext_database,tabPayment Request,print_format,40,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,payment_gateway,41,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,is_a_subscription,42,int,,,,,
mysql,erpnext_database,tabPayment Request,iban,43,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,payment_gateway_account,44,varchar,140,FOREIGN KEY,erpnext_database,tabPayment Gateway Account,name
mysql,erpnext_database,tabPayment Request,payment_request_type,45,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,payment_channel,46,varchar,140,,,,
mysql,erpnext_database,tabPayment Request,cost_center,47,varchar,140,FOREIGN KEY,erpnext_database,tabCost Center,name
mysql,erpnext_database,tabPayment Request,project,48,varchar,140,FOREIGN KEY,erpnext_database,tabProject,name
mysql,erpnext_database,tabEmployee Separation Template,creation,2,datetime,,,,,
mysql,erpnext_database,tabEmployee Separation Template,modified,3,datetime,,,,,
mysql,erpnext_database,tabEmployee Separation Template,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabEmployee Separation Template,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabEmployee Separation Template,docstatus,6,int,,,,,
mysql,erpnext_database,tabEmployee Separation Template,parent,7,varchar,140,,,,
mysql,erpnext_database,tabEmployee Separation Template,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabEmployee Separation Template,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabEmployee Separation Template,idx,10,int,,,,,
mysql,erpnext_database,tabEmployee Separation Template,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabEmployee Separation Template,designation,12,varchar,140,FOREIGN KEY,erpnext_database,tabDesignation,name
mysql,erpnext_database,tabEmployee Separation Template,_comments,13,text,65535,,,,
mysql,erpnext_database,tabEmployee Separation Template,company,14,varchar,140,FOREIGN KEY,erpnext_database,tabCompany,name
mysql,erpnext_database,tabEmployee Separation Template,_assign,15,text,65535,,,,
mysql,erpnext_database,tabEmployee Separation Template,department,16,varchar,140,FOREIGN KEY,erpnext_database,tabDepartment,name
mysql,erpnext_database,tabEmployee Separation Template,_user_tags,17,text,65535,,,,
mysql,erpnext_database,tabEmployee Separation Template,employee_grade,18,varchar,140,FOREIGN KEY,erpnext_database,tabEmployee Grade,name
mysql,erpnext_database,tabEmployee Separation Template,title,19,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,creation,2,datetime,,,,,
mysql,erpnext_database,tabParty Specific Item,modified,3,datetime,,,,,
mysql,erpnext_database,tabParty Specific Item,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabParty Specific Item,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabParty Specific Item,docstatus,6,int,,,,,
mysql,erpnext_database,tabParty Specific Item,parent,7,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,idx,10,int,,,,,
mysql,erpnext_database,tabParty Specific Item,party_type,11,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,party,12,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,restrict_based_on,13,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,based_on_value,14,varchar,140,,,,
mysql,erpnext_database,tabParty Specific Item,_user_tags,15,text,65535,,,,
mysql,erpnext_database,tabParty Specific Item,_comments,16,text,65535,,,,
mysql,erpnext_database,tabParty Specific Item,_assign,17,text,65535,,,,
mysql,erpnext_database,tabParty Specific Item,_liked_by,18,text,65535,,,,
mysql,erpnext_database,tabSensitivity Test Result,creation,2,datetime,,,,,
mysql,erpnext_database,tabSensitivity Test Result,modified,3,datetime,,,,,
mysql,erpnext_database,tabSensitivity Test Result,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSensitivity Test Result,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSensitivity Test Result,docstatus,6,int,,,,,
mysql,erpnext_database,tabSensitivity Test Result,parent,7,varchar,140,,,,
mysql,erpnext_database,tabSensitivity Test Result,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabSensitivity Test Result,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabSensitivity Test Result,idx,10,int,,,,,
mysql,erpnext_database,tabSensitivity Test Result,antibiotic_sensitivity,11,varchar,140,,,,
mysql,erpnext_database,tabSensitivity Test Result,antibiotic,12,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabEmail Unsubscribe,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabDisease,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabDisease,common_name,17,varchar,140,UNIQUE,,,
mysql,erpnext_database,tabPayment Entry Reference,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabNotification Subscribed Document,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,creation,2,datetime,,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,modified,3,datetime,,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCash Flow Mapping Accounts,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCash Flow Mapping Accounts,docstatus,6,int,,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,parent,7,varchar,140,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,idx,10,int,,,,,
mysql,erpnext_database,tabCash Flow Mapping Accounts,account,11,varchar,140,FOREIGN KEY,erpnext_database,tabAccount,name
mysql,erpnext_database,tabSoil Analysis Criteria,creation,2,datetime,,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,modified,3,datetime,,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSoil Analysis Criteria,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabSoil Analysis Criteria,docstatus,6,int,,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,parent,7,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,idx,10,int,,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,maximum_permissible_value,11,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,minimum_permissible_value,12,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,value,13,varchar,140,,,,
mysql,erpnext_database,tabSoil Analysis Criteria,title,14,varchar,140,,,,
mysql,erpnext_database,tabEmail Unsubscribe,creation,2,datetime,,,,,
mysql,erpnext_database,tabEmail Unsubscribe,modified,3,datetime,,,,,
mysql,erpnext_database,tabEmail Unsubscribe,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabEmail Unsubscribe,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabEmail Unsubscribe,docstatus,6,int,,,,,
mysql,erpnext_database,tabEmail Unsubscribe,parent,7,varchar,140,,,,
mysql,erpnext_database,tabEmail Unsubscribe,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabEmail Unsubscribe,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabEmail Unsubscribe,idx,10,int,,,,,
mysql,erpnext_database,tabEmail Unsubscribe,reference_doctype,11,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabEmail Unsubscribe,_liked_by,12,text,65535,,,,
mysql,erpnext_database,tabEmail Unsubscribe,_user_tags,13,text,65535,,,,
mysql,erpnext_database,tabEmail Unsubscribe,_assign,14,text,65535,,,,
mysql,erpnext_database,tabEmail Unsubscribe,global_unsubscribe,15,int,,,,,
mysql,erpnext_database,tabEmail Unsubscribe,reference_name,16,varchar,140,,,,
mysql,erpnext_database,tabEmail Unsubscribe,_comments,17,text,65535,,,,
mysql,erpnext_database,tabEmail Unsubscribe,email,18,varchar,140,,,,
mysql,erpnext_database,tabDisease,creation,2,datetime,,,,,
mysql,erpnext_database,tabDisease,modified,3,datetime,,,,,
mysql,erpnext_database,tabDisease,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabDisease,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabDisease,docstatus,6,int,,,,,
mysql,erpnext_database,tabDisease,parent,7,varchar,140,,,,
mysql,erpnext_database,tabDisease,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabDisease,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabDisease,idx,10,int,,,,,
mysql,erpnext_database,tabDisease,_liked_by,11,text,65535,,,,
mysql,erpnext_database,tabDisease,description,12,longtext,4294967295,,,,
mysql,erpnext_database,tabDisease,scientific_name,13,varchar,140,,,,
mysql,erpnext_database,tabDisease,_comments,14,text,65535,,,,
mysql,erpnext_database,tabDisease,_assign,15,text,65535,,,,
mysql,erpnext_database,tabDisease,treatment_period,16,int,,,,,
mysql,erpnext_database,tabDisease,_user_tags,18,text,65535,,,,
mysql,erpnext_database,tabPayment Entry Reference,creation,2,datetime,,,,,
mysql,erpnext_database,tabPayment Entry Reference,modified,3,datetime,,,,,
mysql,erpnext_database,tabPayment Entry Reference,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPayment Entry Reference,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabPayment Entry Reference,docstatus,6,int,,,,,
mysql,erpnext_database,tabPayment Entry Reference,parent,7,varchar,140,,,,
mysql,erpnext_database,tabPayment Entry Reference,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabPayment Entry Reference,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabPayment Entry Reference,idx,10,int,,,,,
mysql,erpnext_database,tabPayment Entry Reference,bill_no,11,varchar,140,,,,
mysql,erpnext_database,tabPayment Entry Reference,due_date,12,date,,,,,
mysql,erpnext_database,tabPayment Entry Reference,total_amount,13,decimal,,,,,
mysql,erpnext_database,tabPayment Entry Reference,reference_doctype,14,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabPayment Entry Reference,reference_name,15,varchar,140,,,,
mysql,erpnext_database,tabPayment Entry Reference,outstanding_amount,16,decimal,,,,,
mysql,erpnext_database,tabPayment Entry Reference,exchange_rate,17,decimal,,,,,
mysql,erpnext_database,tabPayment Entry Reference,allocated_amount,18,decimal,,,,,
mysql,erpnext_database,tabPayment Entry Reference,payment_term,19,varchar,140,FOREIGN KEY,erpnext_database,tabPayment Term,name
mysql,erpnext_database,tabPayment Entry Reference,exchange_gain_loss,20,decimal,,,,,
mysql,erpnext_database,tabNotification Subscribed Document,creation,2,datetime,,,,,
mysql,erpnext_database,tabNotification Subscribed Document,modified,3,datetime,,,,,
mysql,erpnext_database,tabNotification Subscribed Document,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabNotification Subscribed Document,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabNotification Subscribed Document,docstatus,6,int,,,,,
mysql,erpnext_database,tabNotification Subscribed Document,parent,7,varchar,140,,,,
mysql,erpnext_database,tabNotification Subscribed Document,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabNotification Subscribed Document,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabNotification Subscribed Document,idx,10,int,,,,,
mysql,erpnext_database,tabCashier Closing Payments,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabFinance Book,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabClosing Stock Balance,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabPractitioner Service Unit Schedule,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabKanban Board Column,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabGoal,name,1,varchar,140,PRIMARY KEY,,,
mysql,erpnext_database,tabNotification Subscribed Document,document,11,varchar,140,FOREIGN KEY,erpnext_database,tabDocType,name
mysql,erpnext_database,tabCashier Closing Payments,creation,2,datetime,,,,,
mysql,erpnext_database,tabCashier Closing Payments,modified,3,datetime,,,,,
mysql,erpnext_database,tabCashier Closing Payments,modified_by,4,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCashier Closing Payments,owner,5,varchar,140,FOREIGN KEY,erpnext_database,tabUser,name
mysql,erpnext_database,tabCashier Closing Payments,docstatus,6,int,,,,,
mysql,erpnext_database,tabCashier Closing Payments,parent,7,varchar,140,,,,
mysql,erpnext_database,tabCashier Closing Payments,parentfield,8,varchar,140,,,,
mysql,erpnext_database,tabCashier Closing Payments,parenttype,9,varchar,140,,,,
mysql,erpnext_database,tabCashier Closing Payments,idx,10,int,,,,,
